评论文本,情感预测概率,flag,username,timestamp
fuck,"{""label"": ""\u8d1f\u9762"", ""confidences"": [{""label"": ""\u8d1f\u9762"", ""confidence"": 0.6810481548309326}, {""label"": ""\u6b63\u9762"", ""confidence"": 0.3189518451690674}]}",,,2026-04-14 00:07:22.142586
